author,title,description,url,urlToImage,publishedAt,content,source_id,source_name
John Pike,US Takes Up China's Infrastructure Mantel in Africa,"This week, the U.S. State Department confirmed that Washington's plan to refurbish and extend the Lobito Corridor — a railway that will run through mineral-rich Zambia and the Democratic Republic of Congo to an Atlantic port in Angola — is moving full steam a…",https://www.globalsecurity.org/military/library/news/2023/11/mil-231103-voa06.htm,null,2023-11-04T09:18:16Z,"By Kate Bartlett November 03, 2023
This week, the U.S. State Department confirmed that Washington's plan to refurbish and extend the Lobito Corridor a railway that will run through mineral-rich Zamb… [+6777 chars]",null,Globalsecurity.org
Khaya Koko,News24 | Why two legal entities have hauled the government to court,Finance Minister Enoch Godongwana and Justice and Correctional Services Minister Ronald Lamola are the defendants named.,https://www.news24.com/news24/politics/why-two-legal-entities-have-hauled-the-government-to-court-20231110,https://cdn.24.co.za/files/Cms/General/d/9737/470fd1e640784a1f8453e5038affe98d.jpeg,2023-11-10T06:40:33Z,"A R500-million National Treasury ""unlawful"" tender is being legally challenged as a ""threat to vulnerable advocates"", who face exclusion from the envisioned Treasury legal practitioners panel. 
The … [+350 chars]",news24,News24
Stephen Angbulu,"Tinubu, eight ministers head for Saudi-Africa summit Thursday","President Bola Tinubu alongside eight Ministers and heads of agencies will, on Thursday, depart Abuja for Riyadh, Saudi Arabia, to attend the first Saudi-Africa Summit scheduled to take place in Riyadh on November 10, 2023. The Special Adviser to the Presiden…",https://punchng.com/tinubu-eight-ministers-head-for-saudi-africa-summit-thursday/,https://cdn.punchng.com/wp-content/uploads/2023/09/11101001/Bola-Tinubu2.jpg,2023-11-08T18:31:01Z,"President Bola Tinubu alongside eight Ministers and heads of agencies will, on Thursday, depart Abuja for Riyadh, Saudi Arabia, to attend the first Saudi-Africa Summit scheduled to take place in Riya… [+1795 chars]",null,The Punch
Jason Felix,News24 | ‘Worst cost of living crisis ever seen’: DA tables alternative medium-term budget,"On Wednesday, Finance Minister Enoch Godongwana will deliver the medium-term budget policy statement.",https://www.news24.com/news24/politics/parliament/worst-cost-of-living-crisis-ever-seen-da-tables-alternative-medium-term-budget-20231030,https://cdn.24.co.za/files/Cms/General/d/3721/befdde33e1064120b9859ca468f11f3e.jpg,2023-10-30T14:20:55Z,<ul><li>Finance Minister Enoch Godongwana will deliver the medium-term budget policy statement on Wednesday.</li><li>This comes at a time when South Africa's economy is struggling to grow and governm… [+4648 chars],news24,News24
RT,Russia accounts for one-third of world diamond output – data,"Russia accounted for over 35% of global rough diamond production for the first time in 2022, Kimberley Process data shows Read Full Article at RT.com",https://www.rt.com/business/586732-russia-share-diamonds-market/,https://mf.b37mrtl.ru/files/2023.11/article/654a1f9285f54021c4233989.jpg,2023-11-07T16:50:39Z,"Russia was the top global producer of rough diamonds in 2022, RIA Novosti reported on Sunday, citing data from the Kimberley Process.
According to the UN-backed organization, the total volume of dia… [+1983 chars]",rt,RT
Branded Content,Branch Nigeria wins Digital Lending Company of the year at Africa Bank 4.0 Summit 2023,"Branch Nigeria, a leading digital lending company, has been named Digital Lending Company of the Year at the 13th Africa Bank 4.0 Summit 2023. In addition to this outstanding achievement the Managing Director,  Dayo Odulate-Ademola, was also awarded Best CEO …",https://punchng.com/branch-nigeria-wins-digital-lending-company-of-the-year-at-africa-bank-4-0-summit-2023/,https://cdn.punchng.com/wp-content/uploads/2023/10/25104414/branch.jpg,2023-10-25T06:41:21Z,"Branch Nigeria, a leading digital lending company, has been named Digital Lending Company of the Year at the 13th Africa Bank 4.0 Summit 2023. In addition to this outstanding achievement the Managing… [+2680 chars]",null,The Punch
RT,BRICS overtaking G7 in economic might – Bloomberg,"The expanded BRICS group and the G7 will have swapped places in relative size by 2040, a Bloomberg analysis shows Read Full Article at RT.com",https://www.rt.com/business/586901-brics-economic-might-growth-g7/,https://mf.b37mrtl.ru/files/2023.11/article/654cd93f85f54021c4233a69.jpg,2023-11-12T14:16:24Z,"The rapid rise of the BRICS is transforming the global economy, with the group’s share of world GDP in terms of purchasing power parity (PPP) set to rise well beyond of that of the Group of Seven (G7… [+1992 chars]",rt,RT
"Nana Ama Sarfo, Contributor, 
 Nana Ama Sarfo, Contributor
 https://www.forbes.com/sites/taxnotes/people/nanaamasarfo/",The Tax Man Comes For Fast Fashion,Nana Ama Sarfo looks at a number of tax proposals targeting fast fashion.,https://www.forbes.com/sites/taxnotes/2023/11/13/the-tax-man-comes-for-fast-fashion/,https://imageio.forbes.com/specials-images/imageserve/6552408b3a6e3881ea5e73a3/0x0.jpg?format=jpg&height=900&width=1600&fit=bounds,2023-11-13T15:34:15Z,"Fast fashion concept. Woman chooses jeans in a store. Lots of clothes in the store. Fast Fashion ... [+] Destroying Planet
getty
First, the tax authorities targeted soda, plastics, and hazardous ch… [+12007 chars]",null,Forbes
Deborah Sanusi,"Tinubu meets IDB management in Saudi, negotiates multi-billion dollar funding","President Bola Tinubu has advanced negotiations concerning a multi-billion dollar finance from the Islamic Development Bank management to fund infrastructure projects in Nigeria. This was disclosed in a statement signed by his Special Adviser, Ajuri Ngelale, …",https://punchng.com/tinubu-meets-idb-management-in-saudi-negotiates-multi-billion-dollar-funding/,https://cdn.punchng.com/wp-content/uploads/2023/11/14150232/F-5SfRmW8AAZ1Yt.jpeg,2023-11-14T14:05:01Z,"President Bola Tinubu has advanced negotiations concerning a multi-billion dollar finance from the Islamic Development Bank management to fund infrastructure projects in Nigeria.
This was disclosed … [+3035 chars]",null,The Punch
null,"Uganda: Entrepreneur Turns Waste into Opportunity, One 'Briquette' at a Time #AfricaClimateHope","[allAfrica] Isaac Ndyamuhahi, a young Ugandan entrepreneur with a background in forestry, is passionate about using nature-based solutions to help communities become more resilient to shocks like poverty and the global climate crisis. He is the founder and te…",https://allafrica.com/stories/202311020622.html,https://cdn08.allafrica.com/static/images/structure/aa-logo-rgba-no-text-square.png,2023-11-02T12:53:51Z,"Isaac Ndyamuhahi, a young Ugandan entrepreneur with a background in forestry, is passionate about using nature-based solutions to help communities become more resilient to shocks like poverty and the… [+22870 chars]",null,AllAfrica - Top Africa News
